"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:24:21,0.063,0.031,99.781,0.125,0.0,0.0,0.0,0.0,902734.0,29716.0,0.0,0.0,0.0,0.0,0.0,0.0,906553.0,29716.0,788889600.0,271187968.0,3664056320.0,28894547968.0,0.0,1097728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097728.0,1.010,0.860,0.610,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:24:22,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,689284.0,24168.0,64.0,0.0,64.0,0.0,64.0,0.0,690048.0,24168.0,789008384.0,271196160.0,3664564224.0,28893913088.0,0.0,606208.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,630784.0,0.930,0.840,0.600,528384.0,33553895424.0,19.300,0.0,0.0,1.300,20.600
06-05 12:24:23,0.031,0.031,99.656,0.282,0.0,0.0,0.0,0.0,516466.0,21398.0,0.0,0.0,0.0,0.0,0.0,0.0,516658.0,21398.0,788971520.0,271196160.0,3664973824.0,28893540352.0,0.0,2117632.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,2125824.0,0.930,0.840,0.600,528384.0,33553895424.0,28.0,0.0,0.0,2.600,28.0
06-05 12:24:24,0.063,0.094,99.625,0.219,0.0,0.0,64.0,0.0,698734.0,26392.0,64.0,0.0,64.0,0.0,64.0,0.0,706087.0,26392.0,788754432.0,271196160.0,3665571840.0,28893159424.0,0.0,835584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835584.0,0.930,0.840,0.600,528384.0,33553895424.0,22.400,0.0,0.0,0.0,22.400
06-05 12:24:25,0.031,0.031,99.812,0.125,0.0,0.0,0.0,0.0,784985.0,27564.0,0.0,0.0,0.0,0.0,0.0,0.0,786866.0,27564.0,788811776.0,271196160.0,3666149376.0,28892524544.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831488.0,0.930,0.840,0.600,528384.0,33553895424.0,23.100,0.0,0.0,0.0,23.100
06-05 12:24:26,0.063,0.094,99.406,0.438,0.0,0.0,324.0,0.0,689794.0,24460.0,64.0,0.0,64.0,0.0,64.0,0.0,690882.0,24460.0,788779008.0,271204352.0,3666690048.0,28892008448.0,0.0,843776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843776.0,0.930,0.840,0.600,528384.0,33553895424.0,29.300,0.0,0.0,0.0,29.300
06-05 12:24:27,0.063,0.063,99.750,0.125,0.0,0.0,0.0,0.0,827118.0,29910.0,0.0,0.0,0.0,0.0,0.0,0.0,827374.0,29910.0,788824064.0,271204352.0,3667279872.0,28891373568.0,0.0,950272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950272.0,0.930,0.840,0.600,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:24:28,0.063,0.063,99.719,0.156,0.0,0.0,64.0,0.0,764324.0,26064.0,64.0,0.0,64.0,0.0,64.0,0.0,764900.0,26064.0,788660224.0,271212544.0,3667943424.0,28890865664.0,0.0,999424.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,1015808.0,0.930,0.840,0.600,528384.0,33553895424.0,26.100,0.0,0.0,1.500,27.100
06-05 12:24:29,0.031,0.063,99.625,0.281,0.0,0.0,0.0,0.0,688706.0,25330.0,0.0,0.0,0.0,0.0,64.0,0.0,689026.0,25330.0,788643840.0,271212544.0,3668467712.0,28890357760.0,0.0,782336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782336.0,0.930,0.840,0.600,528384.0,33553895424.0,27.200,0.0,0.0,0.0,27.200
06-05 12:24:30,0.063,0.031,99.812,0.094,0.0,0.0,64.0,0.0,679550.0,25140.0,64.0,0.0,64.0,0.0,0.0,0.0,680062.0,25140.0,788570112.0,271212544.0,3669049344.0,28889849856.0,0.0,847872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847872.0,0.930,0.840,0.600,528384.0,33553895424.0,21.600,0.0,0.0,0.0,21.600
06-05 12:24:31,0.031,0.063,99.625,0.281,0.0,0.0,0.0,0.0,619794.0,23174.0,0.0,0.0,0.0,0.0,64.0,0.0,620114.0,23174.0,788525056.0,271220736.0,3669467136.0,28889468928.0,0.0,782336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782336.0,0.930,0.840,0.600,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:24:32,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,641914.0,24274.0,64.0,0.0,64.0,0.0,0.0,0.0,642362.0,24274.0,788500480.0,271220736.0,3669999616.0,28888961024.0,0.0,712704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712704.0,0.860,0.830,0.600,528384.0,33553895424.0,24.700,0.0,0.0,0.0,24.700
06-05 12:24:33,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,612602.0,23396.0,64.0,0.0,0.0,0.0,64.0,0.0,612986.0,23396.0,788582400.0,271224832.0,3670421504.0,28888453120.0,0.0,1126400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126400.0,0.860,0.830,0.600,528384.0,33553895424.0,27.900,0.0,0.0,0.0,27.900
06-05 12:24:34,0.063,0.031,99.593,0.313,0.0,0.0,0.0,0.0,743352.0,26038.0,261.0,0.0,64.0,0.0,0.0,0.0,743933.0,26038.0,788512768.0,271233024.0,3670990848.0,28887945216.0,0.0,696320.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,708608.0,0.860,0.830,0.600,528384.0,33553895424.0,23.0,0.0,0.0,1.500,24.500
06-05 12:24:35,0.062,0.062,99.344,0.500,0.0,0.031,64.0,0.0,821498.0,28474.0,64.0,0.0,0.0,0.0,64.0,0.0,822010.0,28474.0,788492288.0,271233024.0,3671638016.0,28887318528.0,0.0,942080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942080.0,0.860,0.830,0.600,528384.0,33553895424.0,25.900,0.0,0.0,0.0,25.900
06-05 12:24:36,0.031,0.094,99.500,0.375,0.0,0.0,0.0,0.0,528914.0,21468.0,0.0,0.0,64.0,0.0,0.0,0.0,529234.0,21468.0,788467712.0,271241216.0,3672043520.0,28886929408.0,0.0,749568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749568.0,0.860,0.830,0.600,528384.0,33553895424.0,25.900,0.0,0.0,0.0,25.900
06-05 12:24:37,0.063,0.031,99.468,0.438,0.0,0.0,64.0,0.0,750016.0,27372.0,64.0,0.0,0.0,0.0,64.0,0.0,750528.0,27372.0,788463616.0,271241216.0,3672555520.0,28886421504.0,0.0,860160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860160.0,0.870,0.830,0.600,528384.0,33553895424.0,25.800,0.0,0.0,0.0,25.800
06-05 12:24:38,0.062,0.125,99.375,0.438,0.0,0.0,0.0,0.0,686504.0,25584.0,0.0,0.0,64.0,0.0,0.0,0.0,686824.0,25584.0,788344832.0,271241216.0,3673055232.0,28886040576.0,0.0,925696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925696.0,0.870,0.830,0.600,528384.0,33553895424.0,26.700,0.0,0.0,0.0,26.700
06-05 12:24:39,0.031,0.063,99.593,0.313,0.0,0.0,64.0,0.0,698748.0,25242.0,64.0,0.0,64.0,0.0,64.0,0.0,699324.0,25242.0,788365312.0,271241216.0,3673665536.0,28885409792.0,0.0,835584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835584.0,0.870,0.830,0.600,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:24:40,0.094,0.063,99.406,0.438,0.0,0.0,0.0,0.0,733982.0,26012.0,0.0,0.0,0.0,0.0,0.0,0.0,734238.0,26012.0,788553728.0,271249408.0,3674230784.0,28884647936.0,0.0,950272.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,962560.0,0.870,0.830,0.600,528384.0,33553895424.0,26.400,0.0,0.0,1.600,27.0
06-05 12:24:41,0.063,0.125,99.406,0.406,0.0,0.0,64.0,0.0,809300.0,26758.0,64.0,0.0,64.0,0.0,64.0,0.0,809812.0,26758.0,789516288.0,271265792.0,3691663360.0,28866236416.0,0.0,17711104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17711104.0,0.870,0.830,0.600,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:24:42,0.031,0.094,99.781,0.094,0.0,0.0,0.0,0.0,609718.0,22926.0,0.0,0.0,0.0,0.0,0.0,0.0,609910.0,22926.0,789430272.0,271265792.0,3692130304.0,28865855488.0,0.0,720896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720896.0,0.880,0.840,0.600,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:24:43,0.063,0.063,99.593,0.281,0.0,0.0,64.0,0.0,894806.0,30878.0,64.0,0.0,64.0,0.0,64.0,0.0,895318.0,30878.0,789540864.0,271265792.0,3692900352.0,28864974848.0,0.0,1060864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060864.0,0.880,0.840,0.600,528384.0,33553895424.0,26.900,0.0,0.0,0.0,26.900
06-05 12:24:44,0.031,0.031,99.718,0.219,0.0,0.0,0.0,0.0,700314.0,25280.0,0.0,0.0,0.0,0.0,0.0,0.0,700506.0,25280.0,789467136.0,271265792.0,3693481984.0,28864466944.0,0.0,692224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704512.0,0.880,0.840,0.600,528384.0,33553895424.0,23.300,0.0,0.0,0.0,24.0
06-05 12:24:45,0.062,0.062,99.719,0.156,0.0,0.0,64.0,0.0,539176.0,21862.0,64.0,0.0,325.0,0.0,64.0,0.0,539949.0,21862.0,789463040.0,271265792.0,3693867008.0,28864086016.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794624.0,0.880,0.840,0.600,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:24:46,0.063,0.094,99.562,0.282,0.0,0.0,0.0,0.0,911136.0,30294.0,0.0,0.0,0.0,0.0,0.0,0.0,911580.0,30294.0,789454848.0,271282176.0,3694620672.0,28863324160.0,0.0,974848.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,987136.0,0.880,0.840,0.600,528384.0,33553895424.0,25.800,0.0,0.0,1.500,27.0
06-05 12:24:47,0.031,0.063,99.812,0.094,0.0,0.0,64.0,0.0,558126.0,22416.0,64.0,0.0,64.0,0.0,64.0,0.0,558638.0,22416.0,789467136.0,271282176.0,3694989312.0,28862943232.0,0.0,749568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749568.0,0.890,0.840,0.610,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:24:48,0.063,0.063,99.812,0.063,0.0,0.0,0.0,0.0,652286.0,23512.0,0.0,0.0,0.0,0.0,324.0,0.0,652802.0,23512.0,789315584.0,271282176.0,3695529984.0,28862554112.0,0.0,1368064.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1376256.0,0.890,0.840,0.610,528384.0,33553895424.0,23.200,0.0,0.0,0.900,23.200
06-05 12:24:49,0.063,0.063,99.593,0.281,0.0,0.0,64.0,0.0,774076.0,26922.0,64.0,0.0,64.0,0.0,0.0,0.0,774524.0,26922.0,789307392.0,271282176.0,3696046080.0,28862046208.0,0.0,991232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991232.0,0.890,0.840,0.610,528384.0,33553895424.0,26.100,0.0,0.0,0.0,26.100
06-05 12:24:50,0.031,0.094,99.812,0.063,0.0,0.0,0.0,0.0,574314.0,24316.0,64.0,0.0,0.0,0.0,64.0,0.0,575363.0,24316.0,789368832.0,271282176.0,3696619520.0,28861411328.0,0.0,892928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892928.0,0.890,0.840,0.610,528384.0,33553895424.0,25.100,0.0,0.0,0.0,25.100
06-05 12:24:51,0.063,0.031,99.687,0.219,0.0,0.0,64.0,0.0,781280.0,27424.0,0.0,0.0,64.0,0.0,0.0,0.0,781984.0,27424.0,789286912.0,271290368.0,3697201152.0,28860903424.0,0.0,811008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811008.0,0.890,0.840,0.610,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:24:52,0.062,0.094,99.594,0.250,0.0,0.0,0.0,0.0,725758.0,25370.0,64.0,0.0,0.0,0.0,64.0,0.0,726302.0,25370.0,789155840.0,271298560.0,3697831936.0,28860395520.0,0.0,909312.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,933888.0,0.900,0.840,0.610,528384.0,33553895424.0,22.100,0.0,0.0,1.700,23.800
06-05 12:24:53,0.031,0.031,99.687,0.219,0.0,0.031,64.0,0.0,671372.0,24612.0,0.0,0.0,64.0,0.0,0.0,0.0,671756.0,24612.0,789229568.0,271298560.0,3698393088.0,28859760640.0,0.0,2183168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183168.0,0.900,0.840,0.610,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:24:54,0.063,0.031,99.750,0.156,0.0,0.0,324.0,0.0,680517.0,25400.0,64.0,0.0,0.0,0.0,64.0,0.0,681289.0,25400.0,789078016.0,271298560.0,3698925568.0,28859379712.0,0.0,663552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663552.0,0.900,0.840,0.610,528384.0,33553895424.0,22.100,0.0,0.0,0.0,22.100
06-05 12:24:55,0.094,0.188,99.656,0.063,0.0,0.0,0.0,0.0,562778.0,21946.0,0.0,0.0,64.0,0.0,0.0,0.0,563098.0,21946.0,789995520.0,271298560.0,3699294208.0,28858093568.0,0.0,704512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704512.0,0.900,0.840,0.610,528384.0,33553895424.0,18.500,0.0,0.0,0.0,18.500
06-05 12:24:56,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,830102.0,29154.0,64.0,0.0,0.0,0.0,64.0,0.0,830710.0,29154.0,790433792.0,271306752.0,3699855360.0,28857085952.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,0.900,0.840,0.610,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:24:57,0.062,0.062,99.750,0.125,0.0,0.0,0.0,0.0,645394.0,24236.0,0.0,0.0,64.0,0.0,0.0,0.0,645650.0,24236.0,790548480.0,271306752.0,3700375552.0,28856451072.0,0.0,815104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815104.0,0.830,0.830,0.600,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:24:58,0.094,0.031,99.656,0.219,0.0,0.0,64.0,0.0,651808.0,24478.0,64.0,0.0,0.0,0.0,64.0,0.0,652352.0,24478.0,790745088.0,271314944.0,3700932608.0,28855689216.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,28672.0,0.0,1073152.0,0.830,0.830,0.600,528384.0,33553895424.0,26.600,0.0,0.0,3.500,28.300
06-05 12:24:59,0.062,0.094,99.688,0.156,0.0,0.0,0.0,0.0,822570.0,29548.0,0.0,0.0,64.0,0.0,0.0,0.0,823082.0,29548.0,790548480.0,271314944.0,3701637120.0,28855181312.0,0.0,745472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745472.0,0.830,0.830,0.600,528384.0,33553895424.0,22.0,0.0,0.0,0.0,22.0
06-05 12:25:00,0.031,0.063,99.781,0.125,0.0,0.0,64.0,0.0,551528.0,22028.0,64.0,0.0,64.0,0.0,64.0,0.0,552200.0,22028.0,790622208.0,271314944.0,3702071296.0,28854673408.0,0.0,638976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638976.0,0.830,0.830,0.600,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:25:01,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,518782.0,20896.0,0.0,0.0,0.0,0.0,0.0,0.0,519038.0,20896.0,790597632.0,271319040.0,3702472704.0,28854292480.0,0.0,1073152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073152.0,0.830,0.830,0.600,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:25:02,0.063,0.031,99.625,0.282,0.0,0.0,64.0,0.0,1000652.0,34186.0,64.0,0.0,64.0,0.0,64.0,0.0,1001228.0,34186.0,790065152.0,271319040.0,3703259136.0,28854038528.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831488.0,0.840,0.830,0.610,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:25:03,0.062,0.094,99.594,0.250,0.0,0.0,0.0,0.0,617464.0,24432.0,0.0,0.0,0.0,0.0,0.0,0.0,617912.0,24432.0,790036480.0,271319040.0,3703652352.0,28853673984.0,0.0,983040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983040.0,0.840,0.830,0.610,528384.0,33553895424.0,25.100,0.0,0.0,0.0,25.100
06-05 12:25:04,0.063,0.031,99.656,0.250,0.0,0.0,64.0,0.0,956578.0,31630.0,325.0,0.0,64.0,0.0,64.0,0.0,957593.0,31630.0,790048768.0,271327232.0,3704520704.0,28852785152.0,0.0,901120.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,913408.0,0.840,0.830,0.610,528384.0,33553895424.0,21.800,0.0,0.0,1.700,23.200
06-05 12:25:05,0.031,0.031,99.718,0.219,0.0,0.0,0.0,0.0,660378.0,22394.0,0.0,0.0,0.0,0.0,0.0,0.0,662197.0,22394.0,790016000.0,271327232.0,3705020416.0,28852318208.0,0.0,786432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786432.0,0.840,0.830,0.610,528384.0,33553895424.0,18.600,0.0,0.0,0.0,18.600
06-05 12:25:06,0.062,0.094,99.625,0.188,0.0,0.031,64.0,0.0,460934.0,19782.0,64.0,0.0,64.0,0.0,64.0,0.0,462663.0,19782.0,789938176.0,271335424.0,3705413632.0,28851994624.0,0.0,565248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565248.0,0.840,0.830,0.610,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:25:07,0.063,0.125,99.593,0.219,0.0,0.0,0.0,0.0,823478.0,27858.0,64.0,0.0,0.0,0.0,64.0,0.0,824506.0,27858.0,790949888.0,271343616.0,3722932224.0,28833456128.0,0.0,17903616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17903616.0,0.930,0.850,0.610,528384.0,33553895424.0,28.300,0.0,0.0,0.0,28.300
06-05 12:25:08,0.031,0.063,99.812,0.094,0.0,0.0,64.0,0.0,587424.0,23154.0,0.0,0.0,64.0,0.0,0.0,0.0,590131.0,23154.0,790892544.0,271343616.0,3723370496.0,28833075200.0,0.0,798720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798720.0,0.930,0.850,0.610,528384.0,33553895424.0,24.800,0.0,0.0,0.0,24.800
06-05 12:25:09,0.031,0.063,99.656,0.250,0.0,0.0,0.0,0.0,727256.0,24760.0,64.0,0.0,0.0,0.0,64.0,0.0,729119.0,24760.0,790974464.0,271343616.0,3723923456.0,28832440320.0,0.0,761856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761856.0,0.930,0.850,0.610,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:25:10,0.094,0.031,99.562,0.313,0.0,0.0,64.0,0.0,720504.0,25122.0,0.0,0.0,64.0,0.0,0.0,0.0,721522.0,25122.0,790876160.0,271351808.0,3724521472.0,28831932416.0,0.0,864256.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,876544.0,0.930,0.850,0.610,528384.0,33553895424.0,23.900,0.0,0.0,1.400,25.300
06-05 12:25:11,0.063,0.094,99.593,0.250,0.0,0.0,64.0,0.0,613950.0,24788.0,64.0,0.0,0.0,0.0,64.0,0.0,614900.0,24788.0,790872064.0,271351808.0,3724906496.0,28831551488.0,0.0,876544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876544.0,0.930,0.850,0.610,528384.0,33553895424.0,27.800,0.0,0.0,0.0,27.800
06-05 12:25:12,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,643870.0,23696.0,0.0,0.0,325.0,0.0,0.0,0.0,645081.0,23696.0,790949888.0,271360000.0,3725455360.0,28830916608.0,0.0,958464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958464.0,0.940,0.850,0.620,528384.0,33553895424.0,23.700,0.0,0.0,0.0,23.700
06-05 12:25:13,0.031,0.031,99.781,0.156,0.0,0.0,64.0,0.0,814794.0,27514.0,64.0,0.0,0.0,0.0,64.0,0.0,815380.0,27514.0,790945792.0,271360000.0,3726094336.0,28830281728.0,0.0,782336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782336.0,0.940,0.850,0.620,528384.0,33553895424.0,24.600,0.0,0.0,0.0,24.600
06-05 12:25:14,0.063,0.063,99.687,0.188,0.0,0.0,0.0,0.0,681344.0,25432.0,0.0,0.0,64.0,0.0,260.0,0.0,681934.0,25432.0,790851584.0,271360000.0,3726462976.0,28830007296.0,0.0,675840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675840.0,0.940,0.850,0.620,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:25:15,0.031,0.063,99.656,0.250,0.0,0.0,64.0,0.0,526068.0,21398.0,64.0,0.0,0.0,0.0,64.0,0.0,526516.0,21398.0,790827008.0,271360000.0,3726987264.0,28829507584.0,0.0,802816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802816.0,0.940,0.850,0.620,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:25:16,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,619756.0,22780.0,0.0,0.0,64.0,0.0,0.0,0.0,620012.0,22780.0,790683648.0,271368192.0,3727511552.0,28829118464.0,0.0,708608.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,720896.0,0.940,0.850,0.620,528384.0,33553895424.0,22.300,0.0,0.0,1.700,24.0
06-05 12:25:17,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,683272.0,26048.0,64.0,0.0,0.0,0.0,64.0,0.0,683720.0,26048.0,790605824.0,271376384.0,3727962112.0,28828737536.0,0.0,937984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937984.0,0.940,0.850,0.620,528384.0,33553895424.0,26.200,0.0,0.0,0.0,26.200
06-05 12:25:18,0.031,0.063,99.593,0.313,0.0,0.0,0.0,0.0,790830.0,26764.0,0.0,0.0,64.0,0.0,0.0,0.0,791086.0,26764.0,790503424.0,271376384.0,3728699392.0,28828102656.0,0.0,1613824.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1626112.0,0.940,0.850,0.620,528384.0,33553895424.0,21.600,0.0,0.0,1.800,21.600
06-05 12:25:19,0.063,0.063,99.500,0.375,0.0,0.0,64.0,0.0,737990.0,26908.0,64.0,0.0,0.0,0.0,64.0,0.0,738438.0,26908.0,790573056.0,271376384.0,3729264640.0,28827467776.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,0.940,0.850,0.620,528384.0,33553895424.0,25.100,0.0,0.0,0.0,25.100
06-05 12:25:20,0.063,0.031,99.687,0.219,0.0,0.0,0.0,0.0,798162.0,27450.0,0.0,0.0,64.0,0.0,0.0,0.0,798418.0,27450.0,790466560.0,271376384.0,3729879040.0,28826959872.0,0.0,770048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770048.0,0.940,0.850,0.620,528384.0,33553895424.0,24.700,0.0,0.0,0.0,24.700
06-05 12:25:21,0.063,0.031,99.625,0.282,0.0,0.0,324.0,0.0,651042.0,25024.0,64.0,0.0,0.0,0.0,64.0,0.0,651750.0,25024.0,790450176.0,271376384.0,3730403328.0,28826451968.0,0.0,864256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864256.0,0.940,0.850,0.620,528384.0,33553895424.0,22.800,0.0,0.0,0.0,22.800
06-05 12:25:22,0.031,0.063,99.500,0.407,0.0,0.0,0.0,0.0,710758.0,25344.0,0.0,0.0,64.0,0.0,0.0,0.0,711014.0,25344.0,790409216.0,271392768.0,3731062784.0,28825817088.0,0.0,749568.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,774144.0,0.950,0.850,0.620,528384.0,33553895424.0,26.700,0.0,0.0,1.400,26.800
06-05 12:25:23,0.094,0.062,99.688,0.156,0.0,0.0,64.0,0.0,639842.0,24128.0,64.0,0.0,64.0,0.0,64.0,0.0,640354.0,24128.0,790343680.0,271392768.0,3731501056.0,28825444352.0,0.0,2138112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138112.0,0.950,0.850,0.620,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:25:24,0.031,0.063,99.656,0.250,0.0,0.0,86.0,0.0,556611.0,21844.0,86.0,0.0,86.0,0.0,0.0,0.0,557189.0,21844.0,790421504.0,271392768.0,3731931136.0,28824936448.0,0.0,651264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651264.0,0.950,0.850,0.620,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:25:25,0.063,0.094,99.594,0.250,0.0,0.0,64.0,0.0,792310.0,28238.0,64.0,0.0,64.0,0.0,64.0,0.0,792822.0,28238.0,790355968.0,271392768.0,3732504576.0,28824428544.0,0.0,1032192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032192.0,0.950,0.850,0.620,528384.0,33553895424.0,25.800,0.0,0.0,0.0,25.800
06-05 12:25:26,0.063,0.063,99.625,0.219,0.0,0.031,0.0,0.0,691480.0,25248.0,0.0,0.0,0.0,0.0,0.0,0.0,691800.0,25248.0,790347776.0,271392768.0,3733028864.0,28823912448.0,0.0,708608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708608.0,0.950,0.850,0.620,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:25:27,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,449344.0,20366.0,64.0,0.0,64.0,0.0,64.0,0.0,449856.0,20366.0,790425600.0,271400960.0,3733323776.0,28823531520.0,0.0,843776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843776.0,0.950,0.860,0.620,528384.0,33553895424.0,27.900,0.0,0.0,0.0,27.900
06-05 12:25:28,0.063,0.031,99.625,0.282,0.0,0.0,0.0,0.0,849030.0,28742.0,64.0,0.0,0.0,0.0,64.0,0.0,849478.0,28742.0,790339584.0,271409152.0,3734036480.0,28822896640.0,0.0,933888.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,946176.0,0.950,0.860,0.620,528384.0,33553895424.0,22.700,0.0,0.0,1.400,24.100
